time,A,C,DA,DR,D_A,D_R,MA,MR,R
0,0,0,1,1,0,0,0,0,0
0.0430435,0,0,1,1,0,0,1,0,0
0.0587016,0,0,1,1,0,0,2,0,0
0.0652645,1,0,1,1,0,0,2,0,0
0.0707577,2,0,1,1,0,0,2,0,0
0.0736179,2,0,1,1,0,0,3,0,0
0.077514,3,0,1,1,0,0,3,0,0
0.0815054,3,0,1,1,0,0,2,0,0
0.0897172,4,0,1,1,0,0,2,0,0
0.0905942,5,0,1,1,0,0,2,0,0
0.096645,6,0,1,1,0,0,2,0,0
0.100248,7,0,1,1,0,0,2,0,0
0.101378,7,0,1,1,0,0,1,0,0
0.120578,6,0,1,0,0,1,1,0,0
0.123771,6,0,1,0,0,1,1,1,0
0.129022,7,0,1,1,0,0,1,1,0
0.14455,8,0,1,1,0,0,1,1,0
0.14496,8,0,1,1,0,0,1,1,1
0.14827,7,0,0,1,1,0,1,1,1
0.149024,7,0,0,1,1,0,2,1,1
0.151536,8,0,0,1,1,0,2,1,1
0.151862,9,0,0,1,1,0,2,1,1
0.152049,10,0,0,1,1,0,2,1,1
0.153921,11,0,1,1,0,0,2,1,1
0.160555,11,0,1,1,0,0,1,1,1
0.161955,12,0,1,1,0,0,1,1,1
0.166423,13,0,1,1,0,0,1,1,1
0.171951,14,0,1,1,0,0,1,1,1
0.176644,14,0,1,1,0,0,2,1,1
0.183135,14,0,1,1,0,0,2,1,2
0.18898,15,0,1,1,0,0,2,1,2
0.191647,14,1,1,1,0,0,2,1,1
0.192276,13,2,1,1,0,0,2,1,0
0.193565,13,2,1,1,0,0,3,1,0
0.193997,14,2,1,1,0,0,3,1,0
0.210059,15,2,1,1,0,0,3,1,0
0.210094,14,2,1,1,0,0,3,1,0
0.210652,15,2,1,1,0,0,3,1,0
0.210855,16,2,1,1,0,0,3,1,0
0.213638,17,2,1,1,0,0,3,1,0
0.223019,18,2,1,1,0,0,3,1,0
0.224608,17,2,1,1,0,0,3,1,0
0.232552,18,2,1,1,0,0,3,1,0
0.233349,19,2,1,1,0,0,3,1,0
0.233737,20,2,1,1,0,0,3,1,0
0.24159,21,2,1,1,0,0,3,1,0
0.242083,22,2,1,1,0,0,3,1,0
0.243829,22,2,1,1,0,0,4,1,0
0.244595,23,2,1,1,0,0,4,1,0
0.244702,24,2,1,1,0,0,4,1,0
0.248712,25,2,1,1,0,0,4,1,0
0.254307,26,2,1,1,0,0,4,1,0
0.255802,27,2,1,1,0,0,4,1,0
0.258051,28,2,1,1,0,0,4,1,0
0.259947,27,2,1,0,0,1,4,1,0
0.264463,26,2,0,0,1,1,4,1,0
0.265619,26,2,0,0,1,1,4,2,0
0.26562,26,2,0,0,1,1,5,2,0
0.26589,26,2,0,0,1,1,4,2,0
0.266286,26,2,0,0,1,1,5,2,0
0.266999,26,2,0,0,1,1,6,2,0
0.267885,26,2,0,0,1,1,7,2,0
0.26829,26,2,0,0,1,1,8,2,0
0.268616,26,2,0,0,1,1,9,2,0
0.268674,26,2,0,0,1,1,10,2,0
0.270171,26,2,0,0,1,1,11,2,0
0.271102,27,2,0,0,1,1,11,2,0
0.271248,27,2,0,0,1,1,12,2,0
0.271601,28,2,0,1,1,0,12,2,0
0.273256,29,2,0,1,1,0,12,2,0
0.273674,30,2,0,1,1,0,12,2,0
0.275248,31,2,0,1,1,0,12,2,0
0.275314,32,2,0,1,1,0,12,2,0
0.276012,32,2,0,1,1,0,13,2,0
0.276174,33,2,0,1,1,0,13,2,0
0.276396,32,2,0,0,1,1,13,2,0
0.276499,32,2,0,0,1,1,14,2,0
0.277025,33,2,0,1,1,0,14,2,0
0.278791,34,2,0,1,1,0,14,2,0
0.27893,34,2,0,1,1,0,15,2,0
0.279231,35,2,0,1,1,0,15,2,0
0.279519,36,2,0,1,1,0,15,2,0
0.279649,37,2,0,1,1,0,15,2,0
0.280011,38,2,0,1,1,0,15,2,0
0.280179,39,2,0,1,1,0,15,2,0
0.281462,40,2,0,1,1,0,15,2,0
0.28155,40,2,0,1,1,0,16,2,0
0.282598,41,2,0,1,1,0,16,2,0
0.282774,42,2,0,1,1,0,16,2,0
0.283684,42,2,0,1,1,0,15,2,0
0.285385,43,2,0,1,1,0,15,2,0
0.287042,44,2,0,1,1,0,15,2,0
0.287566,44,2,0,1,1,0,16,2,0
0.288445,43,2,0,0,1,1,16,2,0
0.288654,43,2,0,0,1,1,17,2,0
0.289009,43,2,0,0,1,1,18,2,0
0.289829,43,2,0,0,1,1,19,2,0
0.290067,42,2,0,0,1,1,19,2,0
0.291239,42,2,0,0,1,1,19,3,0
0.291305,43,2,0,0,1,1,19,3,0
0.292716,43,2,0,0,1,1,18,3,0
0.293195,44,2,0,0,1,1,18,3,0
0.293201,45,2,0,0,1,1,18,3,0
0.293703,46,2,0,1,1,0,18,3,0
0.29475,47,2,0,1,1,0,18,3,0
0.294918,48,2,0,1,1,0,18,3,0
0.295884,49,2,0,1,1,0,18,3,0
0.296218,50,2,0,1,1,0,18,3,0
0.296843,50,2,0,1,1,0,17,3,0
0.297638,51,2,0,1,1,0,17,3,0
0.297909,52,2,0,1,1,0,17,3,0
0.298118,53,2,0,1,1,0,17,3,0
0.298139,54,2,0,1,1,0,17,3,0
0.298383,55,2,0,1,1,0,17,3,0
0.298543,54,2,0,1,1,0,17,3,0
0.298883,55,2,0,1,1,0,17,3,0
0.299384,55,2,0,1,1,0,18,3,0
0.300082,56,2,0,1,1,0,18,3,0
0.300278,57,2,0,1,1,0,18,3,0
0.300989,57,2,0,1,1,0,19,3,0
0.303298,58,2,1,1,0,0,19,3,0
0.304107,59,2,1,1,0,0,19,3,0
0.305658,60,2,1,1,0,0,19,3,0
0.30656,61,2,1,1,0,0,19,3,0
0.30657,62,2,1,1,0,0,19,3,0
0.306841,63,2,1,1,0,0,19,3,0
0.30797,64,2,1,1,0,0,19,3,0
0.308022,65,2,1,1,0,0,19,3,0
0.308319,66,2,1,1,0,0,19,3,0
0.309895,65,2,1,0,0,1,19,3,0
0.309972,66,2,1,0,0,1,19,3,0
0.310459,66,2,1,0,0,1,19,4,0
0.311109,65,2,0,0,1,1,19,4,0
0.312152,66,2,0,0,1,1,19,4,0
0.312806,67,2,0,0,1,1,19,4,0
0.312885,68,2,0,0,1,1,19,4,0
0.313945,69,2,0,1,1,0,19,4,0
0.314053,70,2,0,1,1,0,19,4,0
0.315403,70,2,0,1,1,0,20,4,0
0.316705,70,2,0,1,1,0,21,4,0
0.317228,71,2,0,1,1,0,21,4,0
0.31772,72,2,0,1,1,0,21,4,0
0.318289,73,2,0,1,1,0,21,4,0
0.318667,74,2,0,1,1,0,21,4,0
0.319065,74,2,0,1,1,0,22,4,0
0.319584,75,2,0,1,1,0,22,4,0
0.31976,75,2,0,1,1,0,23,4,0
0.320044,76,2,0,1,1,0,23,4,0
0.320715,76,2,0,1,1,0,24,4,0
0.320809,77,2,0,1,1,0,24,4,0
0.321507,78,2,0,1,1,0,24,4,0
0.321673,79,2,0,1,1,0,24,4,0
0.321728,80,2,1,1,0,0,24,4,0
0.321978,80,2,1,1,0,0,23,4,0
0.322136,81,2,1,1,0,0,23,4,0
0.322765,81,2,1,1,0,0,24,4,0
0.323255,82,2,1,1,0,0,24,4,0
0.323386,83,2,1,1,0,0,24,4,0
0.325202,84,2,1,1,0,0,24,4,0
0.325447,85,2,1,1,0,0,24,4,0
0.325836,86,2,1,1,0,0,24,4,0
0.327327,87,2,1,1,0,0,24,4,0
0.327543,87,2,1,1,0,0,23,4,0
0.327718,88,2,1,1,0,0,23,4,0
0.327806,89,2,1,1,0,0,23,4,0
0.327823,90,2,1,1,0,0,23,4,0
0.328134,91,2,1,1,0,0,23,4,0
0.328339,92,2,1,1,0,0,23,4,0
0.328694,93,2,1,1,0,0,23,4,0
0.333221,94,2,1,1,0,0,23,4,0
0.333435,94,2,1,1,0,0,22,4,0
0.33355,93,2,1,1,0,0,22,4,0
0.334362,93,2,1,1,0,0,21,4,0
0.335789,94,2,1,1,0,0,21,4,0
0.335837,94,2,1,1,0,0,20,4,0
0.337239,95,2,1,1,0,0,20,4,0
0.337294,96,2,1,1,0,0,20,4,0
0.338039,95,2,1,1,0,0,20,4,0
0.338233,94,2,1,0,0,1,20,4,0
0.339163,94,2,1,0,0,1,19,4,0
0.339323,95,2,1,0,0,1,19,4,0
0.339346,94,2,0,0,1,1,19,4,0
0.339385,95,2,0,1,1,0,19,4,0
0.340541,96,2,0,1,1,0,19,4,0
0.340776,96,2,0,1,1,0,20,4,0
0.341298,97,2,0,1,1,0,20,4,0
0.341521,97,2,0,1,1,0,21,4,0
0.342001,98,2,0,1,1,0,21,4,0
0.343005,99,2,0,1,1,0,21,4,0
0.343198,99,2,0,1,1,0,22,4,0
0.34322,99,2,0,1,1,0,23,4,0
0.343957,100,2,0,1,1,0,23,4,0
0.344623,100,2,0,1,1,0,24,4,0
0.344627,101,2,0,1,1,0,24,4,0
0.346824,101,2,0,1,1,0,23,4,0
0.347271,102,2,0,1,1,0,23,4,0
0.347274,102,2,0,1,1,0,24,4,0
0.347439,103,2,0,1,1,0,24,4,0
0.34745,102,2,0,1,1,0,24,4,0
0.348022,103,2,0,1,1,0,24,4,0
0.348288,103,2,0,1,1,0,25,4,0
0.348479,103,2,0,1,1,0,26,4,0
0.348687,103,2,0,1,1,0,27,4,0
0.349327,104,2,0,1,1,0,27,4,0
0.350435,105,2,0,1,1,0,27,4,0
0.350554,106,2,0,1,1,0,27,4,0
0.350703,107,2,1,1,0,0,27,4,0
0.35178,108,2,1,1,0,0,27,4,0
0.351838,109,2,1,1,0,0,27,4,0
0.351872,108,2,0,1,1,0,27,4,0
0.352182,109,2,0,1,1,0,27,4,0
0.352225,110,2,0,1,1,0,27,4,0
0.352519,110,2,0,1,1,0,28,4,0
0.352551,111,2,0,1,1,0,28,4,0
0.353247,112,2,0,1,1,0,28,4,0
0.353432,113,2,0,1,1,0,28,4,0
0.353714,113,2,0,1,1,0,27,4,0
0.354439,113,2,0,1,1,0,28,4,0
0.354556,113,2,0,1,1,0,29,4,0
0.354683,114,2,0,1,1,0,29,4,0
0.355549,114,2,0,1,1,0,28,4,0
0.35569,115,2,0,1,1,0,28,4,0
0.355903,115,2,0,1,1,0,27,4,0
0.355922,116,2,0,1,1,0,27,4,0
0.357035,117,2,0,1,1,0,27,4,0
0.357264,118,2,0,1,1,0,27,4,0
0.358688,119,2,0,1,1,0,27,4,0
0.358767,120,2,0,1,1,0,27,4,0
0.359678,120,2,0,1,1,0,26,4,0
0.359774,120,2,0,1,1,0,25,4,0
0.360016,121,2,0,1,1,0,25,4,0
0.360177,121,2,0,1,1,0,26,4,0
0.36023,121,2,0,1,1,0,25,4,0
0.36071,122,2,0,1,1,0,25,4,0
0.361458,123,2,0,1,1,0,25,4,0
0.361759,124,2,0,1,1,0,25,4,0
0.361952,124,2,0,1,1,0,24,4,0
0.362164,125,2,1,1,0,0,24,4,0
0.362224,126,2,1,1,0,0,24,4,0
0.363026,125,2,0,1,1,0,24,4,0
0.363878,125,2,0,1,1,0,23,4,0
0.364203,126,2,0,1,1,0,23,4,0
0.364275,127,2,1,1,0,0,23,4,0
0.364592,128,2,1,1,0,0,23,4,0
0.365604,127,2,1,1,0,0,23,4,0
0.366194,128,2,1,1,0,0,23,4,0
0.366913,129,2,1,1,0,0,23,4,0
0.366999,130,2,1,1,0,0,23,4,0
0.367331,129,2,1,1,0,0,23,4,0
0.367462,129,2,1,1,0,0,22,4,0
0.367574,128,2,1,0,0,1,22,4,0
0.368212,129,2,1,0,0,1,22,4,0
0.369187,130,2,1,0,0,1,22,4,0
0.369637,131,2,1,0,0,1,22,4,0
0.369962,132,2,1,0,0,1,22,4,0
0.370116,132,2,1,0,0,1,21,4,0
0.370316,131,2,0,0,1,1,21,4,0
0.371161,132,2,0,0,1,1,21,4,0
0.372044,132,2,0,0,1,1,22,4,0
0.372473,132,2,0,0,1,1,21,4,0
0.375594,133,2,0,0,1,1,21,4,0
0.375672,134,2,1,0,0,1,21,4,0
0.375674,135,2,1,0,0,1,21,4,0
0.377308,135,2,1,0,0,1,21,4,1
0.377316,136,2,1,0,0,1,21,4,1
0.37744,137,2,1,0,0,1,21,4,1
0.378115,137,2,1,0,0,1,20,4,1
0.378443,138,2,1,0,0,1,20,4,1
0.378659,138,2,1,0,0,1,21,4,1
0.378688,139,2,1,0,0,1,21,4,1
0.379255,139,2,1,0,0,1,20,4,1
0.380738,140,2,1,0,0,1,20,4,1
0.381057,141,2,1,0,0,1,20,4,1
0.381117,142,2,1,0,0,1,20,4,1
0.381452,141,3,1,0,0,1,20,4,0
0.381509,142,3,1,0,0,1,20,4,0
0.381643,142,3,1,0,0,1,20,5,0
0.381811,143,3,1,1,0,0,20,5,0
0.382646,144,3,1,1,0,0,20,5,0
0.382766,145,3,1,1,0,0,20,5,0
0.383497,144,3,1,0,0,1,20,5,0
0.383962,145,3,1,0,0,1,20,5,0
0.384842,146,3,1,0,0,1,20,5,0
0.384843,147,3,1,0,0,1,20,5,0
0.385481,146,3,0,0,1,1,20,5,0
0.385993,145,3,0,0,1,1,20,5,0
0.38611,146,3,0,0,1,1,20,5,0
0.386329,146,3,0,0,1,1,21,5,0
0.387018,147,3,0,0,1,1,21,5,0
0.387477,147,3,0,0,1,1,20,5,0
0.388839,148,3,0,0,1,1,20,5,0
0.389227,148,3,0,0,1,1,19,5,0
0.39091,149,3,0,0,1,1,19,5,0
0.390959,150,3,0,0,1,1,19,5,0
0.39166,150,3,0,0,1,1,20,5,0
0.392024,150,3,0,0,1,1,19,5,0
0.392413,150,3,0,0,1,1,20,5,0
0.392637,151,3,0,0,1,1,20,5,0
0.393448,151,3,0,0,1,1,19,5,0
0.393863,152,3,0,0,1,1,19,5,0
0.395066,153,3,0,0,1,1,19,5,0
0.39509,153,3,0,0,1,1,20,5,0
0.395092,152,3,0,0,1,1,20,5,0
0.39528,153,3,0,0,1,1,20,5,0
0.397964,153,3,0,0,1,1,20,6,0
0.398198,152,3,0,0,1,1,20,6,0
0.398361,152,3,0,0,1,1,21,6,0
0.398906,153,3,0,0,1,1,21,6,0
0.398908,154,3,0,0,1,1,21,6,0
0.399479,154,3,0,0,1,1,22,6,0
0.399522,155,3,0,0,1,1,22,6,0
0.400001,156,3,0,0,1,1,22,6,0
0.403499,157,3,0,0,1,1,22,6,0
0.403678,158,3,0,0,1,1,22,6,0
0.40399,158,3,0,0,1,1,23,6,0
0.404327,158,3,0,0,1,1,24,6,0
0.405142,159,3,0,0,1,1,24,6,0
0.405207,159,3,0,0,1,1,23,6,0
0.405239,159,3,0,0,1,1,22,6,0
0.405574,159,3,0,0,1,1,23,6,0
0.40563,160,3,0,0,1,1,23,6,0
0.406825,161,3,0,0,1,1,23,6,0
0.407297,160,3,0,0,1,1,23,6,0
0.407646,161,3,0,0,1,1,23,6,0
0.408728,162,3,0,1,1,0,23,6,0
0.409225,163,3,0,1,1,0,23,6,0
0.409445,164,3,0,1,1,0,23,6,0
0.409704,163,3,0,1,1,0,23,6,0
0.409749,163,3,0,1,1,0,24,6,0
0.40984,164,3,0,1,1,0,24,6,0
0.410191,165,3,0,1,1,0,24,6,0
0.410245,166,3,0,1,1,0,24,6,0
0.410475,166,3,0,1,1,0,23,6,0
0.41115,167,3,0,1,1,0,23,6,0
0.411483,168,3,0,1,1,0,23,6,0
0.411568,167,3,0,0,1,1,23,6,0
0.411786,167,3,0,0,1,1,23,6,1
0.411823,167,3,0,0,1,1,22,6,1
0.412673,167,3,0,0,1,1,23,6,1
0.41466,168,3,0,0,1,1,23,6,1
0.415334,169,3,0,1,1,0,23,6,1
0.415649,170,3,0,1,1,0,23,6,1
0.417037,170,3,0,1,1,0,22,6,1
0.417084,169,4,0,1,1,0,22,6,0
0.417599,168,4,0,1,1,0,22,6,0
0.41789,168,4,0,1,1,0,23,6,0
0.418377,169,4,0,1,1,0,23,6,0
0.419201,169,4,0,1,1,0,22,6,0
0.419663,168,4,0,1,1,0,22,6,0
0.420707,169,4,0,1,1,0,22,6,0
0.421564,170,4,0,1,1,0,22,6,0
0.42177,169,4,0,0,1,1,22,6,0
0.421964,169,4,0,0,1,1,23,6,0
0.422585,168,4,0,0,1,1,23,6,0
0.422653,168,4,0,0,1,1,22,6,0
0.422765,169,4,0,0,1,1,22,6,0
0.423738,170,4,0,0,1,1,22,6,0
0.423917,171,4,1,0,0,1,22,6,0
0.424106,170,4,0,0,1,1,22,6,0
0.424842,171,4,0,0,1,1,22,6,0
0.425054,171,4,0,0,1,1,23,6,0
0.42531,171,4,0,0,1,1,24,6,0
0.425597,172,4,0,0,1,1,24,6,0
0.425781,173,4,0,0,1,1,24,6,0
0.426326,174,4,0,0,1,1,24,6,0
0.426374,174,4,0,0,1,1,23,6,0
0.426564,174,4,0,0,1,1,24,6,0
0.426638,175,4,0,0,1,1,24,6,0
0.427659,176,4,0,0,1,1,24,6,0
0.427694,176,4,0,0,1,1,25,6,0
0.428804,176,4,0,0,1,1,26,6,0
0.428944,177,4,0,0,1,1,26,6,0
0.429056,178,4,0,1,1,0,26,6,0
0.42933,179,4,0,1,1,0,26,6,0
0.429585,179,4,0,1,1,0,27,6,0
0.429986,180,4,0,1,1,0,27,6,0
0.430412,181,4,0,1,1,0,27,6,0
0.430693,181,4,0,1,1,0,26,6,0
0.431207,181,4,0,1,1,0,27,6,0
0.431366,181,4,0,1,1,0,28,6,0
0.43141,181,4,0,1,1,0,29,6,0
0.431749,182,4,0,1,1,0,29,6,0
0.432155,183,4,0,1,1,0,29,6,0
0.432176,184,4,0,1,1,0,29,6,0
0.432837,185,4,0,1,1,0,29,6,0
0.432856,186,4,0,1,1,0,29,6,0
0.432927,186,4,0,1,1,0,30,6,0
0.433128,187,4,0,1,1,0,30,6,0
0.433572,186,4,0,0,1,1,30,6,0
0.433941,187,4,0,0,1,1,30,6,0
0.434056,188,4,0,0,1,1,30,6,0
0.434073,189,4,0,0,1,1,30,6,0
0.434077,189,4,0,0,1,1,31,6,0
0.434652,188,4,0,0,1,1,31,6,0
0.434944,187,4,0,0,1,1,31,6,0
0.43517,187,4,0,0,1,1,32,6,0
0.435257,187,4,0,0,1,1,31,6,0
0.435369,186,4,0,0,1,1,31,6,0
0.435544,186,4,0,0,1,1,32,6,0
0.435552,185,4,0,0,1,1,32,6,0
0.436264,186,4,0,0,1,1,32,6,0
0.436946,187,4,0,0,1,1,32,6,0
0.438041,188,4,0,0,1,1,32,6,0
0.438561,189,4,0,1,1,0,32,6,0
0.438734,189,4,0,1,1,0,31,6,0
0.440853,189,4,0,1,1,0,32,6,0
0.440987,189,4,0,1,1,0,33,6,0
0.44099,190,4,0,1,1,0,33,6,0
0.441118,191,4,0,1,1,0,33,6,0
0.441371,191,4,0,1,1,0,34,6,0
0.441536,192,4,0,1,1,0,34,6,0
0.44214,193,4,0,1,1,0,34,6,0
0.442413,194,4,0,1,1,0,34,6,0
0.442443,195,4,0,1,1,0,34,6,0
0.442595,196,4,0,1,1,0,34,6,0
0.442859,197,4,0,1,1,0,34,6,0
0.442869,196,4,0,1,1,0,34,6,0
0.443254,196,4,0,1,1,0,33,6,0
0.443397,196,4,0,1,1,0,34,6,0
0.444017,197,4,0,1,1,0,34,6,0
0.444124,198,4,0,1,1,0,34,6,0
0.444383,199,4,0,1,1,0,34,6,0
0.444746,200,4,0,1,1,0,34,6,0
0.445022,201,4,0,1,1,0,34,6,0
0.445064,201,4,0,1,1,0,33,6,0
0.445236,202,4,0,1,1,0,33,6,0
0.445246,202,4,0,1,1,0,32,6,0
0.445357,203,4,0,1,1,0,32,6,0
0.445743,204,4,1,1,0,0,32,6,0
0.445954,203,4,1,0,0,1,32,6,0
0.446184,204,4,1,0,0,1,32,6,0
0.446394,205,4,1,1,0,0,32,6,0
0.446587,206,4,1,1,0,0,32,6,0
0.446784,207,4,1,1,0,0,32,6,0
0.448954,208,4,1,1,0,0,32,6,0
0.450331,209,4,1,1,0,0,32,6,0
0.4505,209,4,1,1,0,0,31,6,0
0.450758,209,4,1,1,0,0,30,6,0
0.451426,210,4,1,1,0,0,30,6,0
0.452027,211,4,1,1,0,0,30,6,0
0.453613,212,4,1,1,0,0,30,6,0
0.453642,211,4,0,1,1,0,30,6,0
0.454593,211,4,0,1,1,0,29,6,0
0.454661,211,4,0,1,1,0,30,6,0
0.454719,212,4,0,1,1,0,30,6,0
0.454759,211,4,0,1,1,0,30,6,0
0.455043,210,4,0,1,1,0,30,6,0
0.455557,211,4,0,1,1,0,30,6,0
0.455674,212,4,0,1,1,0,30,6,0
0.456378,212,4,0,1,1,0,29,6,0
0.457595,213,4,0,1,1,0,29,6,0
0.457758,214,4,0,1,1,0,29,6,0
0.459826,215,4,0,1,1,0,29,6,0
0.459858,216,4,0,1,1,0,29,6,0
0.45995,217,4,0,1,1,0,29,6,0
0.459982,216,4,0,0,1,1,29,6,0
0.459993,216,4,0,0,1,1,30,6,0
0.460421,217,4,0,0,1,1,30,6,0
0.460921,218,4,0,0,1,1,30,6,0
0.46132,218,4,0,0,1,1,29,6,0
0.461686,218,4,0,0,1,1,28,6,0
0.461739,219,4,0,0,1,1,28,6,0
0.462171,219,4,0,0,1,1,29,6,0
0.462233,219,4,0,0,1,1,28,6,0
0.463659,220,4,0,0,1,1,28,6,0
0.464094,221,4,0,0,1,1,28,6,0
0.464671,221,4,0,0,1,1,29,6,0
0.464924,220,4,0,0,1,1,29,6,0
0.464956,220,4,0,0,1,1,28,6,0
0.465276,220,4,0,0,1,1,29,6,0
0.465401,220,4,0,0,1,1,30,6,0
0.465529,220,4,0,0,1,1,31,6,0
0.466487,221,4,0,0,1,1,31,6,0
0.466616,222,4,0,0,1,1,31,6,0
0.466846,223,4,0,0,1,1,31,6,0
0.467754,223,4,0,0,1,1,32,6,0
0.469102,224,4,0,0,1,1,32,6,0
0.469667,223,4,0,0,1,1,32,6,0
0.469799,224,4,0,0,1,1,32,6,0
0.469902,225,4,0,0,1,1,32,6,0
0.470154,226,4,0,1,1,0,32,6,0
0.470241,225,4,0,0,1,1,32,6,0
0.471176,226,4,0,0,1,1,32,6,0
0.471283,225,4,0,0,1,1,32,6,0
0.471884,224,4,0,0,1,1,32,6,0
0.47208,225,4,0,0,1,1,32,6,0
0.472514,226,4,0,0,1,1,32,6,0
0.472562,226,4,0,0,1,1,32,7,0
0.473017,226,4,0,0,1,1,31,7,0
0.47333,227,4,0,0,1,1,31,7,0
0.473407,228,4,0,0,1,1,31,7,0
0.474326,229,4,0,0,1,1,31,7,0
0.474419,230,4,0,0,1,1,31,7,0
0.474652,231,4,0,0,1,1,31,7,0
0.47473,230,4,0,0,1,1,31,7,0
0.475182,231,4,0,1,1,0,31,7,0
0.476273,231,4,0,1,1,0,30,7,0
0.476487,231,4,0,1,1,0,31,7,0
0.47657,230,4,0,0,1,1,31,7,0
0.477311,229,4,0,0,1,1,31,7,0
0.47741,229,4,0,0,1,1,30,7,0
0.478037,229,4,0,0,1,1,29,7,0
0.478379,230,4,0,0,1,1,29,7,0
0.479922,231,4,0,0,1,1,29,7,0
0.480134,232,4,0,0,1,1,29,7,0
0.48026,233,4,1,0,0,1,29,7,0
0.480394,233,4,1,0,0,1,30,7,0
0.48114,234,4,1,0,0,1,30,7,0
0.481156,235,4,1,0,0,1,30,7,0
0.481886,234,4,0,0,1,1,30,7,0
0.481985,234,4,0,0,1,1,31,7,0
0.482496,233,4,0,0,1,1,31,7,0
0.482563,234,4,0,0,1,1,31,7,0
0.483064,235,4,0,0,1,1,31,7,0
0.483243,236,4,0,0,1,1,31,7,0
0.484458,236,4,0,0,1,1,32,7,0
0.484782,237,4,0,0,1,1,32,7,0
0.484847,238,4,0,0,1,1,32,7,0
0.485606,239,4,0,0,1,1,32,7,0
0.486205,240,4,0,0,1,1,32,7,0
0.486397,241,4,0,0,1,1,32,7,0
0.486439,242,4,0,0,1,1,32,7,0
0.486736,242,4,0,0,1,1,31,7,0
0.48702,243,4,0,0,1,1,31,7,0
0.487239,243,4,0,0,1,1,30,7,0
0.487581,244,4,0,0,1,1,30,7,0
0.487846,245,4,0,0,1,1,30,7,0
0.487856,245,4,0,0,1,1,29,7,0
0.488601,246,4,0,0,1,1,29,7,0
0.488658,246,4,0,0,1,1,30,7,0
0.48894,246,4,0,0,1,1,31,7,0
0.489431,247,4,0,0,1,1,31,7,0
0.489444,247,4,0,0,1,1,30,7,0
0.489874,248,4,0,0,1,1,30,7,0
0.490326,249,4,0,0,1,1,30,7,0
0.491349,250,4,0,0,1,1,30,7,0
0.491693,251,4,1,0,0,1,30,7,0
0.492383,251,4,1,0,0,1,29,7,0
0.492857,251,4,1,0,0,1,28,7,0
0.493879,252,4,1,0,0,1,28,7,0
0.494159,253,4,1,0,0,1,28,7,0
0.494422,254,4,1,1,0,0,28,7,0
0.494754,253,4,1,1,0,0,28,7,0
0.494799,254,4,1,1,0,0,28,7,0
0.494878,255,4,1,1,0,0,28,7,0
0.49508,254,4,0,1,1,0,28,7,0
0.495509,253,4,0,1,1,0,28,7,0
0.49559,254,4,0,1,1,0,28,7,0
0.495622,255,4,0,1,1,0,28,7,0
0.495882,256,4,0,1,1,0,28,7,0
0.49624,255,4,0,1,1,0,28,7,0
0.497524,255,4,0,1,1,0,29,7,0
0.497566,254,4,0,1,1,0,29,7,0
0.497809,255,4,0,1,1,0,29,7,0
0.4982,255,4,0,1,1,0,30,7,0
0.498224,255,4,0,1,1,0,29,7,0
0.498411,256,4,0,1,1,0,29,7,0
0.499445,256,4,0,1,1,0,30,7,0
0.49951,256,4,0,1,1,0,31,7,0
0.500262,256,4,0,1,1,0,30,7,0
0.501482,256,4,0,1,1,0,31,7,0
0.501671,257,4,0,1,1,0,31,7,0
0.501779,258,4,0,1,1,0,31,7,0
0.501886,258,4,0,1,1,0,32,7,0
0.502607,259,4,0,1,1,0,32,7,0
0.50289,258,4,0,1,1,0,32,7,0
0.503016,259,4,0,1,1,0,32,7,0
0.503111,258,4,0,0,1,1,32,7,0
0.503354,259,4,0,0,1,1,32,7,0
0.503864,259,4,0,0,1,1,31,7,0
0.50426,259,4,0,0,1,1,30,7,0
0.505139,260,4,0,0,1,1,30,7,0
0.505341,260,4,0,0,1,1,31,7,0
0.505524,259,4,0,0,1,1,31,7,0
0.505541,260,4,0,0,1,1,31,7,0
0.505756,261,4,0,0,1,1,31,7,0
0.505778,262,4,0,0,1,1,31,7,0
0.505927,263,4,0,0,1,1,31,7,0
0.506449,263,4,0,0,1,1,32,7,0
0.50704,263,4,0,0,1,1,32,8,0
0.50752,264,4,0,0,1,1,32,8,0
0.508065,264,4,0,0,1,1,31,8,0
0.508083,265,4,0,0,1,1,31,8,0
0.50859,265,4,0,0,1,1,30,8,0
0.509074,266,4,0,0,1,1,30,8,0
0.510308,265,4,0,0,1,1,30,8,0
0.510438,265,4,0,0,1,1,31,8,0
0.51073,266,4,0,0,1,1,31,8,0
0.511364,267,4,0,0,1,1,31,8,0
0.511697,268,4,0,0,1,1,31,8,0
0.511741,269,4,0,0,1,1,31,8,0
0.51218,270,4,0,0,1,1,31,8,0
0.513129,271,4,0,0,1,1,31,8,0
0.513791,271,4,0,0,1,1,32,8,0
0.513923,271,4,0,0,1,1,31,8,0
0.514418,272,4,0,1,1,0,31,8,0
0.514552,273,4,0,1,1,0,31,8,0
0.514803,274,4,0,1,1,0,31,8,0
0.515121,273,4,0,0,1,1,31,8,0
0.515511,273,4,0,0,1,1,32,8,0
0.516228,273,4,0,0,1,1,31,8,0
0.51642,274,4,0,0,1,1,31,8,0
0.516515,275,4,0,0,1,1,31,8,0
0.516516,276,4,0,0,1,1,31,8,0
0.516846,275,4,0,0,1,1,31,8,0
0.51795,276,4,0,0,1,1,31,8,0
0.518282,276,4,0,0,1,1,30,8,0
